Name,Maker,Sector,Industry,Price,Collection,Ticked
TER,Teradyne Inc.,Technology,Semiconductor Equipment & Materials,WIKI/TER,stocks/ter,FALSE
TEN,Tenneco Inc.,Consumer Goods,Auto Parts,WIKI/TEN,stocks/ten,FALSE
TESS,TESSCO Technologies Inc.,Services,Electronics Wholesale,WIKI/TESS,stocks/tess,FALSE
TESO,Tesco Corporation,Basic Materials,Oil & Gas Equipment & Services,WIKI/TESO,stocks/teso,FALSE
TEX,Terex Corp.,Industrial Goods,Farm & Construction Machinery,WIKI/TEX,stocks/tex,FALSE
TFCO,Tufco Technologies Inc.,,,NA,stocks/tfco,FALSE
TFM,"The Fresh Market, Inc.",Services,Grocery Stores,WIKI/TFM,stocks/tfm,FALSE
TFSL,TFS Financial Corp,Financial,Regional - Midwest Banks,WIKI/TFSL,stocks/tfsl,FALSE
TGC,Tengasco Inc.,Basic Materials,Independent Oil & Gas,NA,stocks/tgc,FALSE
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,WIKI/TFX,stocks/tfx,FALSE
TG,Tredegar Corp.,Consumer Goods,Rubber & Plastics,WIKI/TG,stocks/tg,FALSE
TGE,TGC Industries Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/TGE,stocks/tge,FALSE
TGI,"Triumph Group, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/TGI,stocks/tgi,FALSE
TGT,Target Corp.,Services,"Discount, Variety Stores",WIKI/TGT,stocks/tgt,FALSE
THC,Tenet Healthcare Corp.,Healthcare,Hospitals,WIKI/THC,stocks/thc,FALSE
THFF,First Financial Corp.,Financial,Regional - Midwest Banks,WIKI/THFF,stocks/thff,FALSE
THG,The Hanover Insurance Group Inc.,Financial,Property & Casualty Insurance,WIKI/THG,stocks/thg,FALSE
THLD,Threshold Pharmaceuticals Inc.,Healthcare,Biotechnology,WIKI/THLD,stocks/thld,FALSE
THO,Thor Industries Inc.,Consumer Goods,Recreational Vehicles,WIKI/THO,stocks/tho,FALSE
THI,Tim Hortons Inc.,Services,Restaurants,NA,stocks/thi,FALSE
THOR,Thoratec Corp.,Healthcare,Medical Instruments & Supplies,WIKI/THOR,stocks/thor,FALSE
THR,"Thermon Group Holdings, Inc.",Industrial Goods,Diversified Machinery,WIKI/THR,stocks/thr,FALSE
THRD,TF Financial Corporation,Financial,Savings & Loans,NA,stocks/thrd,FALSE
THRM,Gentherm Incorporated,Consumer Goods,Auto Parts,WIKI/THRM,stocks/thrm,FALSE
THRX,Theravance Inc.,Healthcare,Biotechnology,WIKI/THRX,stocks/thrx,FALSE
THS,"Treehouse Foods, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/THS,stocks/ths,FALSE
THTI,"THT Heat Transfer Technology, Inc.",Industrial Goods,Diversified Machinery,NA,stocks/thti,FALSE
TIBX,TIBCO Software Inc.,Technology,Business Software & Services,WIKI/TIBX,stocks/tibx,FALSE
TIF,Tiffany & Co.,Services,Jewelry Stores,WIKI/TIF,stocks/tif,FALSE
TIGR,TigerLogic Corporation,Technology,Application Software,NA,stocks/tigr,FALSE
TIK,Tel-Instrument Electronics Corp.,Technology,Scientific & Technical Instruments,NA,stocks/tik,FALSE
TIS,Orchids Paper Products Company,Consumer Goods,Paper & Paper Products,WIKI/TIS,stocks/tis,FALSE
TISI,"Team, Inc.",Services,Business Services,WIKI/TISI,stocks/tisi,FALSE
TITN,"Titan Machinery, Inc.",Services,Industrial Equipment Wholesale,WIKI/TITN,stocks/titn,FALSE
TIVO,TiVo Inc.,Services,CATV Systems,WIKI/TIVO,stocks/tivo,FALSE
TJX,"The TJX Companies, Inc.",Services,Department Stores,WIKI/TJX,stocks/tjx,FALSE
TKOI,"Telkonet, Inc.",Technology,Scientific & Technical Instruments,NA,stocks/tkoi,FALSE
TKR,Timken Co.,Industrial Goods,Machine Tools & Accessories,WIKI/TKR,stocks/tkr,FALSE
TLAB,Tellabs Inc.,,,NA,stocks/tlab,FALSE
TLF,"Tandy Leather Factory, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,NA,stocks/tlf,FALSE
TLLP,Tesoro Logistics LP,Basic Materials,Oil & Gas Equipment & Services,NA,stocks/tllp,FALSE
TLR,Timberline Resources Corporation,Basic Materials,Industrial Metals & Minerals,NA,stocks/tlr,FALSE
TLYS,"Tilly's, Inc.",Services,Apparel Stores,WIKI/TLYS,stocks/tlys,FALSE
TMH,"Team Health Holdings, Inc.",Services,Staffing & Outsourcing Services,WIKI/TMH,stocks/tmh,FALSE
TMHC,Taylor Morrison Home Corporation,Industrial Goods,Residential Construction,WIKI/TMHC,stocks/tmhc,FALSE
TAM,Taminco Corporation,Basic Materials,Specialty Chemicals,WIKI/TAM,stocks/tam,FALSE
TMNG,"The Management Network Group, Inc.",Services,Management Services,NA,stocks/tmng,FALSE
TMO,"Thermo Fisher Scientific, Inc.",Healthcare,Medical Laboratories & Research,WIKI/TMO,stocks/tmo,FALSE
TMP,Tompkins Financial Corporation,Financial,Regional - Northeast Banks,WIKI/TMP,stocks/tmp,FALSE
TNAV,"Telenav, Inc.",Technology,Scientific & Technical Instruments,WIKI/TNAV,stocks/tnav,FALSE
TNC,Tennant Company,Industrial Goods,Pollution & Treatment Controls,WIKI/TNC,stocks/tnc,FALSE
TNGN,"Tengion, Inc.",Healthcare,Biotechnology,NA,stocks/tngn,FALSE
TNGO,"Tangoe, Inc.",Technology,Business Software & Services,WIKI/TNGO,stocks/tngo,FALSE
TNH,"Terra Nitrogen Company, L.P.",Basic Materials,Agricultural Chemicals,NA,stocks/tnh,FALSE
TOF,Tofutti Brands Inc.,Consumer Goods,Food - Major Diversified,NA,stocks/tof,FALSE
TOFC,Tower Financial Corporation,Financial,Regional - Midwest Banks,NA,stocks/tofc,FALSE
TOL,Toll Brothers Inc.,Industrial Goods,Residential Construction,WIKI/TOL,stocks/tol,FALSE
TORM,TOR Minerals International Inc.,Basic Materials,Specialty Chemicals,NA,stocks/torm,FALSE
TOWR,"Tower International, Inc.",Industrial Goods,Metal Fabrication,WIKI/TOWR,stocks/towr,FALSE
TPC,Tutor Perini Corporation,Industrial Goods,Heavy Construction,WIKI/TPC,stocks/tpc,FALSE
TPH,"TRI Pointe Homes, Inc.",Industrial Goods,Residential Construction,WIKI/TPH,stocks/tph,FALSE
TPL,Texas Pacific Land Trust,Financial,Real Estate Development,NA,stocks/tpl,FALSE
TPLM,Triangle Petroleum Corporation,Basic Materials,Independent Oil & Gas,WIKI/TPLM,stocks/tplm,FALSE
TPX,Tempur Sealy International Inc.,Consumer Goods,Home Furnishings & Fixtures,WIKI/TPX,stocks/tpx,FALSE
TQNT,"TriQuint Semiconductor, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/TQNT,stocks/tqnt,FALSE
TR,Tootsie Roll Industries Inc.,Consumer Goods,Confectioners,WIKI/TR,stocks/tr,FALSE
TRAK,"Dealertrack Technologies, Inc.",Technology,Internet Software & Services,WIKI/TRAK,stocks/trak,FALSE
TREE,"Tree.Com, Inc.",Financial,Mortgage Investment,WIKI/TREE,stocks/tree,FALSE
TREX,Trex Co. Inc.,Industrial Goods,General Building Materials,WIKI/TREX,stocks/trex,FALSE
TRC,Tejon Ranch Co.,Financial,Property Management,WIKI/TRC,stocks/trc,FALSE
TRGT,"Targacept, Inc.",Healthcare,Biotechnology,WIKI/TRGT,stocks/trgt,FALSE
TRIP,TripAdvisor Inc.,Technology,Internet Information Providers,WIKI/TRIP,stocks/trip,FALSE
TRIT,"Tri-Tech Holding, Inc.",,,NA,stocks/trit,FALSE
TRLA,"Trulia, Inc.",Technology,Internet Service Providers,WIKI/TRLA,stocks/trla,FALSE
TRLG,"True Religion Apparel, Inc.",,,NA,stocks/trlg,FALSE
TRMB,Trimble Navigation Limited,Technology,Scientific & Technical Instruments,WIKI/TRMB,stocks/trmb,FALSE
TRMK,Trustmark Corporation,Financial,Regional - Southeast Banks,WIKI/TRMK,stocks/trmk,FALSE
TRNO,Terreno Realty Corp.,Financial,REIT - Industrial,NA,NA,FALSE
TRNS,Transcat Inc.,Technology,Scientific & Technical Instruments,NA,stocks/trns,FALSE
TROV,"TrovaGene, Inc.",Healthcare,Biotechnology,NA,stocks/trov,FALSE
TRNX,Tornier N.V.,Healthcare,Medical Instruments & Supplies,WIKI/TRNX,stocks/trnx,FALSE
TROVU,"TrovaGene, Inc.",,,NA,NA,FALSE
TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,WIKI/TROW,stocks/trow,FALSE
TRR,TRC Companies Inc.,Industrial Goods,Waste Management,WIKI/TRR,stocks/trr,FALSE
TRST,TrustCo Bank Corp. NY,Financial,Regional - Northeast Banks,WIKI/TRST,stocks/trst,FALSE
TRT,Trio-Tech International,Technology,Semiconductor Equipment & Materials,NA,stocks/trt,FALSE
TRV,"The Travelers Companies, Inc.",Financial,Property & Casualty Insurance,WIKI/TRV,stocks/trv,FALSE
TRXI,"TRX, Inc.",,,NA,stocks/trxi,FALSE
TRW,TRW Automotive Holdings Corp.,Consumer Goods,Auto Parts,WIKI/TRW,stocks/trw,FALSE
TSBK,"Timberland Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/tsbk,FALSE
TSC,"Tristate Capital Holdings, Inc.",Financial,Money Center Banks,WIKI/TSC,stocks/tsc,FALSE
TSCO,Tractor Supply Company,Services,"Specialty Retail, Other",WIKI/TSCO,stocks/tsco,FALSE
TSH,Teche Holding Company,Financial,Savings & Loans,NA,stocks/tsh,FALSE
TSO,Tesoro Corporation,Basic Materials,Oil & Gas Refining & Marketing,WIKI/TSO,stocks/tso,FALSE
TSLA,"Tesla Motors, Inc.",Consumer Goods,Auto Manufacturers - Major,WIKI/TSLA,stocks/tsla,FALSE
TSPT,"Transcept Pharmaceuticals, Inc.",Healthcare,Biotechnology,NA,stocks/tspt,FALSE
TSRA,Tessera Technologies Inc.,Technology,Semiconductor Equipment & Materials,WIKI/TSRA,stocks/tsra,FALSE
TSN,"Tyson Foods, Inc.",Consumer Goods,Meat Products,WIKI/TSN,stocks/tsn,FALSE
TSRO,"Tesaro, Inc.",Healthcare,Biotechnology,WIKI/TSRO,stocks/tsro,FALSE
TSYS,TeleCommunication Systems Inc.,Technology,Application Software,WIKI/TSYS,stocks/tsys,FALSE
TTC,Toro Co.,Industrial Goods,Small Tools & Accessories,WIKI/TTC,stocks/ttc,FALSE
TTEC,TeleTech Holdings Inc.,Services,Business Services,WIKI/TTEC,stocks/ttec,FALSE
TTEK,Tetra Tech Inc.,Services,Technical Services,WIKI/TTEK,stocks/ttek,FALSE
TTGT,"TechTarget, Inc.",Technology,Internet Information Providers,WIKI/TTGT,stocks/ttgt,FALSE
TTI,"TETRA Technologies, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/TTI,stocks/tti,FALSE
TTMI,TTM Technologies Inc.,Technology,Printed Circuit Boards,WIKI/TTMI,stocks/ttmi,FALSE
TTPH,"Tetraphase Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,WIKI/TTPH,stocks/ttph,FALSE
TTWO,Take-Two Interactive Software Inc.,Technology,Multimedia & Graphics Software,WIKI/TTWO,stocks/ttwo,FALSE
TUES,Tuesday Morning Corporation,Services,"Discount, Variety Stores",WIKI/TUES,stocks/tues,FALSE
TUMI,"Tumi Holdings, Inc.",Services,"Specialty Retail, Other",WIKI/TUMI,stocks/tumi,FALSE
TUP,Tupperware Brands Corporation,Consumer Goods,Packaging & Containers,WIKI/TUP,stocks/tup,FALSE
TW,Towers Watson & Co.,Services,Management Services,WIKI/TW,stocks/tw,FALSE
TWC,Time Warner Cable Inc.,Services,CATV Systems,WIKI/TWC,stocks/twc,FALSE
TWER,Towerstream Corporation,Technology,Diversified Communication Services,WIKI/TWER,stocks/twer,FALSE
TWIN,"Twin Disc, Incorporated",Industrial Goods,Diversified Machinery,WIKI/TWIN,stocks/twin,FALSE
TWMC,Trans World Entertainment Corporation,Services,Music & Video Stores,WIKI/TWMC,stocks/twmc,FALSE
TWI,Titan International Inc.,Consumer Goods,Rubber & Plastics,WIKI/TWI,stocks/twi,FALSE
TWO,Two Harbors Investment Corp.,Financial,REIT - Residential,NA,NA,FALSE
TWTC,TW Telecom Inc.,Technology,Telecom Services - Domestic,WIKI/TWTC,stocks/twtc,FALSE
TWX,Time Warner Inc.,Services,Entertainment - Diversified,WIKI/TWX,stocks/twx,FALSE
TXI,Texas Industries Inc.,Industrial Goods,Cement,WIKI/TXI,stocks/txi,FALSE
TXN,Texas Instruments Inc.,Technology,Semiconductor - Broad Line,WIKI/TXN,stocks/txn,FALSE
TXRH,"Texas Roadhouse, Inc.",Services,Restaurants,WIKI/TXRH,stocks/txrh,FALSE
TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified,WIKI/TXT,stocks/txt,FALSE
TYC,Tyco International Ltd.,Services,Security & Protection Services,WIKI/TYC,stocks/tyc,FALSE
TYL,"Tyler Technologies, Inc.",Technology,Technical & System Software,WIKI/TYL,stocks/tyl,FALSE
TYPE,Monotype Imaging Holdings Inc.,Technology,Application Software,WIKI/TYPE,stocks/type,FALSE
TZOO,Travelzoo Inc.,Technology,Internet Information Providers,WIKI/TZOO,stocks/tzoo,FALSE
UACL,Universal Truckload Services Inc.,Services,Trucking,WIKI/UACL,stocks/uacl,FALSE
UAHC,United American Healthcare Corp.,,,NA,stocks/uahc,FALSE
UA,"Under Armour, Inc.",Consumer Goods,Textile - Apparel Clothing,WIKI/UA,stocks/ua,FALSE
UAL,"United Continental Holdings, Inc.",Services,Major Airlines,WIKI/UAL,stocks/ual,FALSE
UAM,Universal American Corp,Healthcare,Health Care Plans,WIKI/UAM,stocks/uam,FALSE
UAMY,United States Antimony Corp.,Basic Materials,Industrial Metals & Minerals,NA,stocks/uamy,FALSE
UAN,"CVR Partners, LP",Basic Materials,Agricultural Chemicals,NA,stocks/uan,FALSE
UBA,Urstadt Biddle Properties Inc.,Financial,REIT - Retail,NA,stocks/uba,FALSE
UBCP,United Bancorp Inc.,Financial,Regional - Midwest Banks,NA,stocks/ubcp,FALSE
UBFO,United Security Bancshares,Financial,Regional - Pacific Banks,NA,stocks/ubfo,FALSE
UBNK,"United Financial Bancorp, Inc.",Financial,Savings & Loans,WIKI/UBNK,stocks/ubnk,FALSE
UBNT,"Ubiquiti Networks, Inc.",Technology,Wireless Communications,WIKI/UBNT,stocks/ubnt,FALSE
UBOH,United Bancshares Inc.,Financial,Money Center Banks,NA,stocks/uboh,FALSE
UBP,Urstadt Biddle Properties Inc.,,,NA,stocks/ubp,FALSE
UBSH,Union Bankshares Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/UBSH,stocks/ubsh,FALSE
UBSI,United Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks,WIKI/UBSI,stocks/ubsi,FALSE
UCFC,United Community Financial Corp.,Financial,Savings & Loans,WIKI/UCFC,stocks/ucfc,FALSE
UCI,UBS E-TRACS CMCI TR ETN,,,NA,stocks/uci,FALSE
UCTT,Ultra Clean Holdings Inc.,Technology,Semiconductor - Specialized,WIKI/UCTT,stocks/uctt,FALSE
UDR,"UDR, Inc.",Financial,REIT - Residential,NA,stocks/udr,FALSE
UEC,Uranium Energy Corp.,Basic Materials,Industrial Metals & Minerals,WIKI/UEC,stocks/uec,FALSE
UEIC,Universal Electronics Inc.,Consumer Goods,Electronic Equipment,WIKI/UEIC,stocks/ueic,FALSE
UEPS,Net 1 Ueps Technologies Inc.,Services,Business Services,NA,stocks/ueps,FALSE
UFCS,"United Fire Group, Inc",Financial,Property & Casualty Insurance,WIKI/UFCS,stocks/ufcs,FALSE
UFI,Unifi Inc.,Industrial Goods,Textile Industrial,WIKI/UFI,stocks/ufi,FALSE
UFPI,Universal Forest Products Inc.,Industrial Goods,General Building Materials,WIKI/UFPI,stocks/ufpi,FALSE
UFPT,"UFP Technologies, Inc.",Consumer Goods,Packaging & Containers,WIKI/UFPT,stocks/ufpt,FALSE
UFS,Domtar Corporation,Consumer Goods,Paper & Paper Products,WIKI/UFS,stocks/ufs,FALSE
UG,United-Guardian Inc.,Consumer Goods,Personal Products,NA,stocks/ug,FALSE
UHAL,AMERCO,Services,Rental & Leasing Services,WIKI/UHAL,stocks/uhal,FALSE
UGI,UGI Corporation,Utilities,Diversified Utilities,WIKI/UGI,stocks/ugi,FALSE
UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,NA,stocks/uht,FALSE
UIHC,United Insurance Holdings Corp.,Financial,Property & Casualty Insurance,NA,stocks/uihc,FALSE
UIL,UIL Holdings Corporation,Utilities,Gas Utilities,WIKI/UIL,stocks/uil,FALSE
UIS,Unisys Corporation,Technology,Information Technology Services,WIKI/UIS,stocks/uis,FALSE
UHS,Universal Health Services Inc.,Healthcare,Hospitals,WIKI/UHS,stocks/uhs,FALSE
ULBI,Ultralife Corp.,Industrial Goods,Industrial Electrical Equipment,NA,stocks/ulbi,FALSE
ULGX,"Urologix, Inc.",Healthcare,Medical Appliances & Equipment,NA,stocks/ulgx,FALSE
ULTA,"ULTA Salon, Cosmetics & Fragrance, Inc.",Services,"Specialty Retail, Other",WIKI/ULTA,stocks/ulta,FALSE
ULTI,"The Ultimate Software Group, Inc.",Technology,Internet Software & Services,WIKI/ULTI,stocks/ulti,FALSE
UMPQ,Umpqua Holdings Corporation,Financial,Regional - Pacific Banks,WIKI/UMPQ,stocks/umpq,FALSE
UNAM,Unico American Corp.,Financial,Property & Casualty Insurance,NA,stocks/unam,FALSE
UNB,"Union Bankshares, Inc.",Financial,Regional - Northeast Banks,NA,stocks/unb,FALSE
UNF,UniFirst Corp.,Consumer Goods,Textile - Apparel Clothing,WIKI/UNF,stocks/unf,FALSE
UNFI,"United Natural Foods, Inc.",Services,Food Wholesale,WIKI/UNFI,stocks/unfi,FALSE
UNH,UnitedHealth Group Incorporated,Healthcare,Health Care Plans,WIKI/UNH,stocks/unh,FALSE
UNIS,Unilife Corporation,Healthcare,Medical Instruments & Supplies,WIKI/UNIS,stocks/unis,FALSE
UNM,Unum Group,Financial,Accident & Health Insurance,WIKI/UNM,stocks/unm,FALSE
UNP,Union Pacific Corporation,Services,Railroads,WIKI/UNP,stocks/unp,FALSE
UNS,UNS Energy Corporation,Utilities,Electric Utilities,WIKI/UNS,stocks/uns,FALSE
UNTD,"United Online, Inc.",Technology,Internet Service Providers,WIKI/UNTD,stocks/untd,FALSE
UNTK,"UniTek Global Services, Inc.",Services,Technical Services,NA,stocks/untk,FALSE
UNTY,Unity Bancorp Inc.,Financial,Money Center Banks,NA,stocks/unty,FALSE
UPI,"Uroplasty, Inc.",Healthcare,Medical Appliances & Equipment,NA,stocks/upi,FALSE
UPIP,"Unwired Planet, Inc.",Technology,Application Software,WIKI/UPIP,stocks/upip,FALSE
UPL,Ultra Petroleum Corp.,Basic Materials,Independent Oil & Gas,WIKI/UPL,stocks/upl,FALSE
UPS,"United Parcel Service, Inc.",Services,Air Delivery & Freight Services,WIKI/UPS,stocks/ups,FALSE
UQM,UQM Technologies Inc.,Industrial Goods,Industrial Electrical Equipment,NA,stocks/uqm,FALSE
URBN,Urban Outfitters Inc.,Services,Apparel Stores,WIKI/URBN,stocks/urbn,FALSE
URG,UR-Energy Inc.,Basic Materials,Industrial Metals & Minerals,WIKI/URG,stocks/urg,FALSE
URI,"United Rentals, Inc.",Services,Rental & Leasing Services,WIKI/URI,stocks/uri,FALSE
URRE,"Uranium Resources, Inc.",Basic Materials,Industrial Metals & Minerals,NA,stocks/urre,FALSE
URS,URS Corporation,Services,Technical Services,WIKI/URS,stocks/urs,FALSE
URZ,Uranerz Energy Corp.,Basic Materials,Industrial Metals & Minerals,NA,stocks/urz,FALSE
USAK,USA Truck Inc.,Services,Trucking,NA,stocks/usak,FALSE
USAP,Universal Stainless & Alloy Products Inc.,Basic Materials,Steel & Iron,WIKI/USAP,stocks/usap,FALSE
USAT,USA Technologies Inc.,Services,Business Services,NA,stocks/usat,FALSE
USATP,"USA Technologies, Inc.",,,NA,NA,FALSE
USB,U.S. Bancorp,Financial,Regional - Midwest Banks,WIKI/USB,stocks/usb,FALSE
USBI,United Security Bancshares Inc.,Financial,Regional - Southeast Banks,NA,stocks/usbi,FALSE
USEG,US Energy Corp.,Basic Materials,Independent Oil & Gas,NA,stocks/useg,FALSE
USG,USG Corporation,Industrial Goods,General Building Materials,WIKI/USG,stocks/usg,FALSE
USLM,"United States Lime & Minerals, Inc.",Industrial Goods,General Building Materials,WIKI/USLM,stocks/uslm,FALSE
USMD,"USMD Holdings, Inc.",Healthcare,Hospitals,WIKI/USMD,NA,FALSE
USMO,"USA Mobility, Inc.",Technology,Wireless Communications,WIKI/USMO,stocks/usmo,FALSE
USNA,USANA Health Sciences Inc.,Healthcare,Drug Related Products,WIKI/USNA,stocks/usna,FALSE
USTR,United Stationers Inc.,Services,Computers Wholesale,WIKI/USTR,stocks/ustr,FALSE
USU,USEC Inc.,Basic Materials,Industrial Metals & Minerals,NA,stocks/usu,FALSE
UTEK,"Ultratech, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/UTEK,stocks/utek,FALSE
UTI,"Universal Technical Institute, Inc.",Services,Education & Training Services,WIKI/UTI,stocks/uti,FALSE
UTHR,United Therapeutics Corporation,Healthcare,Drug Manufacturers - Other,WIKI/UTHR,stocks/uthr,FALSE
UTIW,UTi Worldwide Inc.,Services,Air Delivery & Freight Services,WIKI/UTIW,stocks/utiw,FALSE
UTL,Unitil Corp.,Utilities,Diversified Utilities,WIKI/UTL,stocks/utl,FALSE
UTX,United Technologies Corp.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/UTX,stocks/utx,FALSE
UUU,Universal Security Instruments Inc.,Services,Security & Protection Services,NA,stocks/uuu,FALSE
UVSP,Univest Corporation of Pennsylvania,Financial,Regional - Northeast Banks,WIKI/UVSP,stocks/uvsp,FALSE
UVV,Universal Corporation,Consumer Goods,"Tobacco Products, Other",WIKI/UVV,stocks/uvv,FALSE
UWN,Nevada Gold & Casinos Inc.,Services,Resorts & Casinos,NA,stocks/uwn,FALSE
V,Visa Inc.,Financial,Credit Services,WIKI/V,stocks/v,FALSE
VAC,Marriott Vacations Worldwide Corp.,Services,Resorts & Casinos,WIKI/VAC,stocks/vac,FALSE
VAL,The Valspar Corporation,Basic Materials,Specialty Chemicals,WIKI/VAL,stocks/val,FALSE
VALU,"Value Line, Inc.",Services,Publishing - Periodicals,NA,NA,FALSE
VALV,"Shengkai Innovations, Inc.",Services,Industrial Equipment Wholesale,NA,stocks/valv,FALSE
VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/VAR,stocks/var,FALSE
VASC,Vascular Solutions Inc.,Healthcare,Medical Appliances & Equipment,WIKI/VASC,stocks/vasc,FALSE
VASO,Vasomedical Inc.,Healthcare,Medical Appliances & Equipment,NA,stocks/vaso,FALSE
VBFC,Village Bank & Trust Financial Corp.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/vbfc,FALSE
VC,Visteon Corporation,Consumer Goods,Auto Parts,WIKI/VC,stocks/vc,FALSE
VCBI,Virginia Commerce Bancorp Inc.,,,NA,stocks/vcbi,FALSE
VCLK,"Conversant, Inc.",,,NA,stocks/vclk,FALSE
VCRA,"Vocera Communications, Inc.",Technology,Communication Equipment,WIKI/VCRA,stocks/vcra,FALSE
VDSI,VASCO Data Security International Inc.,Technology,Security Software & Services,WIKI/VDSI,stocks/vdsi,FALSE
VECO,Veeco Instruments Inc.,Technology,Semiconductor Equipment & Materials,WIKI/VECO,stocks/veco,FALSE
VG,Vonage Holdings Corporation,Technology,Diversified Communication Services,WIKI/VG,stocks/vg,FALSE
VGZ,Vista Gold Corp.,Basic Materials,Gold,NA,stocks/vgz,FALSE
VHC,VirnetX Holding Corp,Technology,Internet Software & Services,WIKI/VHC,stocks/vhc,FALSE
VHI,"Valhi, Inc.",Basic Materials,Chemicals - Major Diversified,NA,stocks/vhi,FALSE
VIA,"Viacom, Inc.",,,NA,stocks/via,FALSE
VIAB,"Viacom, Inc.",Services,Entertainment - Diversified,WIKI/VIAB,stocks/viab,FALSE
VIAS,"Viasystems Group, Inc.",Technology,Printed Circuit Boards,WIKI/VIAS,stocks/vias,FALSE
VICL,Vical Incorporated,Healthcare,Biotechnology,WIKI/VICL,stocks/vicl,FALSE
VICR,Vicor Corp.,Technology,Diversified Electronics,WIKI/VICR,stocks/vicr,FALSE
VIDE,Video Display Corporation,Technology,Computer Peripherals,NA,stocks/vide,FALSE
VIFL,Food Technology Service Inc.,,,NA,stocks/vifl,FALSE
VII,Vicon Industries Inc.,Technology,Security Software & Services,NA,stocks/vii,FALSE
VIRC,Virco Mfg. Corporation,Consumer Goods,Business Equipment,NA,stocks/virc,FALSE
VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostic Substances,WIKI/VIVO,stocks/vivo,FALSE
VLGEA,Village Super Market Inc.,Services,Grocery Stores,WIKI/VLGEA,stocks/vlgea,FALSE
VITC,"Vitacost.com, Inc.",Services,"Specialty Retail, Other",WIKI/VITC,stocks/vitc,FALSE
